Mandant|Buchungskreis|Werk|Buchungsdatum|Belegdatum|Materialdokument|Pos|Material|Materialkurztext|Bewegungsart|Menge|Einheit|Betrag_in_HW|Waehrung|Lieferant|Buchungstext|Kostenstelle|Lagerort|Benutzername
100|1000|PL10|09.11.2024|09.11.2024|5000013654|1|DIESEL001|Diesel|261|1379.102|L|92495.18|INR|V-K002|Entnahme Notstromaggregat Nagpur|KST-PRD-01|SL10|VMEHTA
100|1000|PL10|02.11.2024|01.11.2024|5000013655|1|FURNACE1|Heizoel EL|261|302.828|L|22306.12|INR|V-K002|Entnahme Generator Nagpur|KST-PRD-01|SL10|AKUMAR
100|1000|PL10|09.11.2024|08.11.2024|5000013656|1|FURNACE1|Schweroelkraftstoff|261|384.901|L|26723.34|INR|V-K006|Entnahme DG-Set Nagpur|KST-LOG-03|SL10|RJOSHI
100|1000|PL10|11.11.2024|09.11.2024|5000013657|1|FURNACE1|Heizoel EL|261|236.446|L|17724.31|INR|V-K003|Tanken Kantine Nagpur|KST-FAC-07|SL10|RJOSHI
100|1000|PL10|11.11.2024|10.11.2024|5000013658|1|COALFUEL|Steinkohle|261|1133.765|KG|13467.94|INR|V-K007|Verbrauch Heizung Nagpur|KST-LOG-02|SL10|NREDDY
100|1000|PL10|14.11.2024|14.11.2024|5000013659|1|COALFUEL|Steinkohle|261|904.938|KG|11002.29|INR|V-HPCL1|Tanken Kantine Nagpur|KST-MNT-01|SL10|AKUMAR
100|1000|PL10|25.12.2024|25.12.2024|5000013660|1|DIESEL001|Dieselkraftstoff|261|1754.739|L|126443.67|INR|V-K010|Nutzung DG-Set Nagpur|KST-PRD-01|SL10|SPRIYA
100|1000|PL10|22.12.2024|21.12.2024|5000013661|1|DIESEL001|Diesel|261|1814.906|L|121826.63|INR|V-K005|Auffuellung Heizung Nagpur|KST-OPS-03|SL10|TLAXMAN
100|1000|PL10|10.12.2024|08.12.2024|5000013662|1|DIESEL001|Dieselkraftstoff|261|893.244|L|65803.33|INR|V-BPCL1|Entnahme Wartung Nagpur|KST-LOG-03|SL10|GMISHRA
100|1000|PL10|09.12.2024|09.12.2024|5000013663|1|DIESEL001|Dieselkraftstoff|261|748.783|L|56206.35|INR|V-BPCL1|Auffuellung Heizung Nagpur|KST-FAC-07|SL10|RPANDEY
100|1000|PL10|01.12.2024|28.11.2024|5000013664|1|DIESEL001|Diesel|261|1311.97|L|90435.19|INR|V-K002||KST-FAC-07|SL10|RJOSHI
100|1000|PL10|23.12.2024|22.12.2024|5000013665|1|DIESEL001|Diesel|261|1948.83|L|146879.87|INR|V-BPCL1|Tanken Produktion Nagpur|KST-FAC-01|SL10|ASAXEN
100|1000|PL10|15.12.2024|14.12.2024|5000013666|1|DIESEL001|Dieselkraftstoff|261|1430.505|L|107799.34|INR|V-K007||KST-OPS-03|SL10|NREDDY
100|1000|PL10|15.12.2024|14.12.2024|5000013667|1|DIESEL001|Diesel|261|1653.548|L|116795.42|INR|V-ESSAR|Entnahme Wartung Nagpur|KST-LOG-01|SL10|NREDDY
100|1000|PL10|25.12.2024|25.12.2024|5000013668|1|FURNACE1|Heizoel EL|261||L||INR|V-K010|Entnahme Wartung Nagpur|KST-PRD-01|SL10|RJOSHI
100|1000|PL10|16.12.2024|15.12.2024|5000013669|1|FURNACE1|Schweroelkraftstoff|261|206.192|L|14792.69|INR|V-K010|Tanken Wartung Nagpur|KST-LOG-03|SL10|TLAXMAN
100|1000|PL10|13.12.2024|10.12.2024|5000013670|1|FURNACE1|Schweroelkraftstoff|261|328.463|KG|24005.53|INR|V-IOCL1|Tanken Fahrzeugflotte Nagpur|KST-FAC-03|SL10|RJOSHI
100|1000|PL10|18.12.2024|17.12.2024|5000013671|1|COALFUEL|Steinkohle|261|674.481|KG|7913.39|INR|V-K009|Auffuellung Wartung Nagpur|KST-OPS-01|SL10|ASAXEN
100|1000|PL10|10.12.2024|08.12.2024|5000013672|1|COALFUEL|Steinkohle|261|826.535|KG|10354.57|INR|V-K007||KST-FAC-05|SL10|AKUMAR
100|2000|PL11|01.01.2023|31.12.2022|5000013673|1|DIESEL001|Dieselkraftstoff|261|664.131|L|44892.16|INR|V-ESSAR|Nutzung Heizung Kochi|KST-FAC-02|SL11|RPANDEY
100|2000|PL11|14.01.2023|11.01.2023|5000013674|1|DIESEL001|Diesel|261|765.949|L|58127.09|INR|V-K010|Tanken Notstromaggregat Kochi|KST-PRD-01|SL11|ASAXEN
100|2000|PL11|14.01.2023|11.01.2023|5000013675|1|DIESEL001|Diesel|261|622.81|L|48406.94|INR|V-RELI1|Verbrauch Generator Kochi|KST-FAC-03|SL11|SPRIYA
100|2000|PL11|11.01.2023|08.01.2023|5000013676|1|DIESEL001|Diesel|261|786.775|L|53314.85|INR|V-BPCL1|Entnahme Fahrzeugflotte Kochi|KST-FAC-01|SL11|MGUPTA
100|2000|PL11|07.01.2023|07.01.2023|5000013677|1|DIESEL001|Dieselkraftstoff|261|654.7|L|46605.53|INR|V-K008|Auffuellung Generator Kochi|KST-MNT-01|SL11|DRAO
100|2000|PL11|11.01.2023|10.01.2023|5000013678|1|DIESEL001|Diesel|261|796.835|L|57315.23|INR|V-K008|Tanken Notstromaggregat Kochi|KST-LOG-01|SL11|RJOSHI
100|2000|PL11|18.01.2023|18.01.2023|5000013679|1|AVGAS001|Flugkraftstoff ATF|261|811.233|L|94322.02|INR|V-K003||KST-MNT-01|SL11|KVELU
100|2000|PL11|05.01.2023|04.01.2023|5000013680|1|AVGAS001|Flugkraftstoff ATF|261|1859.938|L|201483.84|INR|V-K010|Nutzung Produktion Kochi|KST-FAC-03|SL11|SPRIYA
100|2000|PL11|04.01.2023|01.01.2023|5000013681|1|FURNACE1|Schweroelkraftstoff|261||L||INR|V-K005||KST-LOG-02|SL11|RPANDEY
100|2000|PL11|08.01.2023|06.01.2023|5000013682|1|FURNACE1|Schweroelkraftstoff|261|329.38|L|25283.96|INR|V-K008|Verbrauch Wartung Kochi|KST-MNT-01|SL11|BCHATT
100|2000|PL11|04.01.2023|04.01.2023|5000013683|1|FURNACE1|Schweroelkraftstoff|261|217.142|L|17216.42|INR|V-K001|Auffuellung Wartung Kochi|KST-MNT-01|SL11|BCHATT
100|2000|PL11|12.02.2023|10.02.2023|5000013684|1|DIESEL001|Dieselkraftstoff|261|941.703|L|68754.59|INR|V-K007|Nutzung Heizung Kochi|KST-FAC-02|SL11|RPANDEY
100|2000|PL11|28.02.2023|27.02.2023|5000013685|1|DIESEL001|Diesel|261|987.538|L|75389.65|INR|V-K003|Entnahme Wartung Kochi|KST-LOG-01|SL11|PSINGH
100|2000|PL11|03.02.2023|01.02.2023|5000013686|1|DIESEL001|Diesel|261|553.01|L|42028.78|INR|V-ESSAR|Tanken Fahrzeugflotte Kochi|KST-FAC-05|SL11|PSINGH
100|2000|PL11|17.02.2023|15.02.2023|5000013687|1|DIESEL001|Diesel|261|603.67|L|43240.62|INR|V-K004|Auffuellung DG-Set Kochi|KST-LOG-01|SL11|AKUMAR
100|2000|PL11|23.02.2023|23.02.2023|5000013688|1|DIESEL001|Dieselkraftstoff|261|495.069|L|33739.76|INR|V-K006|Entnahme Generator Kochi|KST-MNT-01|SL11|SNEHA
100|2000|PL11|11.02.2023|11.02.2023|5000013689|1|DIESEL001|Dieselkraftstoff|261|466.817|L|33567.48|INR|V-ESSAR||KST-FAC-05|SL11|TLAXMAN
100|2000|PL11|01.02.2023|29.01.2023|5000013690|1|AVGAS001|Flugkraftstoff ATF|261|1810.556|L|203038.67|INR|V-K005|Entnahme Produktion Kochi|KST-PRD-01|SL11|SNEHA
100|2000|PL11|18.02.2023|17.02.2023|5000013691|1|AVGAS001|Flugkraftstoff ATF|261|1335.188|L|151628.03|INR|V-K005|Tanken Heizung Kochi|KST-FAC-02|SL11|BCHATT
100|2000|PL11|19.02.2023|16.02.2023|5000013692|1|FURNACE1|Heizoel EL|261|281.751|L|21964.76|INR|V-K007||KST-PRD-02|SL11|TLAXMAN
100|2000|PL11|04.02.2023|02.02.2023|5000013693|1|FURNACE1|Schweroelkraftstoff|261|301.79|L|20981.22|INR|V-K006|Verbrauch Generator Kochi|KST-OPS-03|SL11|PSINGH
100|2000|PL11|12.02.2023|11.02.2023|5000013694|1|FURNACE1|Heizoel EL|261|269.843|L|20565.03|INR|V-HPCL1|Entnahme Wartung Kochi|KST-PRD-01|SL11|VMEHTA
100|2000|PL11|01.03.2023|01.03.2023|5000013695|1|DIESEL001|Diesel|261|437.269|L|32174.87|INR|V-ESSAR|Verbrauch DG-Set Kochi|KST-PRD-02|SL11|VMEHTA
100|2000|PL11|20.03.2023|18.03.2023|5000013696|1|DIESEL001|Diesel|261|564.025|L|38717.29|INR|V-K002|Auffuellung DG-Set Kochi|KST-LOG-03|SL11|VMEHTA
100|2000|PL11|12.03.2023|12.03.2023|5000013697|1|DIESEL001|Diesel|261|881.663|L|63747.48|INR|V-K010|Tanken Notstromaggregat Kochi|KST-MNT-01|SL11|DRAO
100|2000|PL11|17.03.2023|14.03.2023|5000013698|1|DIESEL001|Diesel|261|667.876|L|44244.62|INR|V-BPCL1|Entnahme Fahrzeugflotte Kochi|KST-FAC-07|SL11|DRAO
100|2000|PL11|21.03.2023|20.03.2023|5000013699|1|DIESEL001|Diesel|261|915.177|L|71137.11|INR|V-K005|Auffuellung Generator Kochi|KST-FAC-02|SL11|SPRIYA
100|2000|PL11|27.03.2023|24.03.2023|5000013700|1|DIESEL001|Dieselkraftstoff|261|489.899|L|34797.21|INR|V-ESSAR|Verbrauch Kantine Kochi|KST-PRD-02|SL11|KVELU
100|2000|PL11|21.03.2023|20.03.2023|5000013701|1|AVGAS001|Flugkraftstoff ATF|261|952.601|L|103840.77|INR|V-K006|Tanken Wartung Kochi|KST-FAC-07|SL11|BCHATT
100|2000|PL11|03.03.2023|01.03.2023|5000013702|1|AVGAS001|Flugkraftstoff ATF|261|544.224|L|57517.14|INR|V-K001|Nutzung DG-Set Kochi|KST-PRD-01|SL11|RPANDEY
100|2000|PL11|11.03.2023|08.03.2023|5000013703|1|FURNACE1|Heizoel EL|261|376.231|L|30146.11|INR|V-K003|Nutzung Notstromaggregat Kochi|KST-LOG-01|SL11|SPRIYA
100|2000|PL11|16.03.2023|13.03.2023|5000013704|1|FURNACE1|Schweroelkraftstoff|261||L||INR|V-K008|Tanken Heizung Kochi|KST-OPS-02|SL11|KVELU
100|2000|PL11|15.03.2023|13.03.2023|5000013705|1|FURNACE1|Heizoel EL|261|344.889|L|27033.1|INR|V-RELI1|Auffuellung DG-Set Kochi|KST-PRD-02|SL11|NREDDY
100|2000|PL11|19.04.2023|18.04.2023|5000013706|1|DIESEL001|Diesel|261|687.207|L|49116.92|INR|V-RELI1|Auffuellung Heizung Kochi|KST-OPS-01|SL11|VMEHTA
100|2000|PL11|20.04.2023|17.04.2023|5000013707|1|DIESEL001|Diesel|261|772.105|L|54695.96|INR|V-K003|Auffuellung Notstromaggregat Kochi|KST-OPS-01|SL11|NREDDY
100|2000|PL11|02.04.2023|31.03.2023|5000013708|1|DIESEL001|Diesel|261|931.264|L|65953.73|INR|V-K004|Tanken Generator Kochi|KST-LOG-03|SL11|TLAXMAN
100|2000|PL11|18.04.2023|15.04.2023|5000013709|1|DIESEL001|Diesel|261|863.508|L|58833.93|INR|V-K004|Verbrauch Notstromaggregat Kochi|KST-LOG-01|SL11|MGUPTA
100|2000|PL11|03.04.2023|01.04.2023|5000013710|1|DIESEL001|Dieselkraftstoff|261|562.852|L|42329.47|INR|V-K010|Verbrauch Produktion Kochi|KST-PRD-01|SL11|TLAXMAN
100|2000|PL11|10.04.2023|08.04.2023|5000013711|1|DIESEL001|Dieselkraftstoff|261|881.875|L|64666.26|INR|V-ESSAR||KST-PRD-02|SL11|MGUPTA
100|2000|PL11|23.04.2023|20.04.2023|5000013712|1|AVGAS001|Flugkraftstoff ATF|261|1553.911|L|174214.77|INR|V-K001|Verbrauch Kantine Kochi|KST-PRD-01|SL11|MGUPTA
100|2000|PL11|22.04.2023|21.04.2023|5000013713|1|AVGAS001|Flugkraftstoff ATF|261|748.337|L|81860.7|INR|V-K008|Nutzung Generator Kochi|KST-FAC-07|SL11|PSINGH
100|2000|PL11|11.04.2023|08.04.2023|5000013714|1|FURNACE1|Heizoel EL|261|359.724|L|25101.44|INR|V-K008|Nutzung Notstromaggregat Kochi|KST-OPS-02|SL11|ASAXEN
100|2000|PL11|07.04.2023|07.04.2023|5000013715|1|FURNACE1|Schweroelkraftstoff|261|155.013|L|11096.76|INR|V-K002|Tanken Wartung Kochi|KST-FAC-05|SL11|GMISHRA
100|2000|PL11|06.04.2023|04.04.2023|5000013716|1|FURNACE1|Schweroelkraftstoff|261|304.332|L|23639.22|INR|V-ESSAR|Tanken DG-Set Kochi|KST-FAC-05|SL11|RPANDEY
100|2000|PL11|06.05.2023|04.05.2023|5000013717|1|DIESEL001|Diesel|261|741.699|L|50679.65|INR|V-ESSAR|Tanken Notstromaggregat Kochi|KST-LOG-01|SL11|RPANDEY
100|2000|PL11|04.05.2023|01.05.2023|5000013718|1|DIESEL001|Diesel|261|455.201|L|33642.81|INR|V-K006|Verbrauch Heizung Kochi|KST-LOG-01|SL11|SPRIYA
100|2000|PL11|11.05.2023|10.05.2023|5000013719|1|DIESEL001|Dieselkraftstoff|261||L||INR|V-K002|Auffuellung Produktion Kochi|KST-PRD-02|SL11|PSINGH
100|2000|PL11|09.05.2023|08.05.2023|5000013720|1|DIESEL001|Diesel|261|686.999|L|51490.88|INR|V-K006|Tanken Generator Kochi|KST-OPS-03|SL11|MGUPTA
100|2000|PL11|27.05.2023|25.05.2023|5000013721|1|DIESEL001|Dieselkraftstoff|261|666.769|L|51601.77|INR|V-K008|Nutzung Heizung Kochi|KST-LOG-03|SL11|SPRIYA
100|2000|PL11|27.05.2023|27.05.2023|5000013722|1|DIESEL001|Dieselkraftstoff|261|458.315|L|35119.8|INR|V-K004|Verbrauch Produktion Kochi|KST-FAC-05|SL11|PSINGH
100|2000|PL11|11.05.2023|11.05.2023|5000013723|1|AVGAS001|Flugkraftstoff ATF|261|1941.496|L|220206.08|INR|V-K003|Tanken DG-Set Kochi|KST-PRD-01|SL11|ASAXEN
100|2000|PL11|11.05.2023|09.05.2023|5000013724|1|AVGAS001|Flugkraftstoff ATF|261|1176.73|L|131423.61|INR|V-K010|Entnahme Notstromaggregat Kochi|KST-MNT-01|SL11|DRAO
100|2000|PL11|02.05.2023|01.05.2023|5000013725|1|FURNACE1|Heizoel EL|261|325.72|L|23883.26|INR|V-K006|Tanken Kantine Kochi|KST-FAC-01|SL11|MGUPTA
100|2000|PL11|26.05.2023|25.05.2023|5000013726|1|FURNACE1|Schweroelkraftstoff|261|226.654|L|18126.26|INR|V-K008|Verbrauch Wartung Kochi|KST-LOG-01|SL11|TLAXMAN
100|2000|PL11|17.05.2023|14.05.2023|5000013727|1|FURNACE1|Heizoel EL|261|254.839|L|18502.23|INR|V-ESSAR|Tanken Wartung Kochi|KST-LOG-01|SL11|TLAXMAN
100|2000|PL11|07.06.2023|06.06.2023|5000013728|1|DIESEL001|Diesel|261|915.661|L|66608.36|INR|V-BPCL1|Nutzung Kantine Kochi|KST-OPS-01|SL11|KVELU
100|2000|PL11|05.06.2023|04.06.2023|5000013729|1|DIESEL001|Dieselkraftstoff|261|453.748|L|31448.56|INR|V-HPCL1|Entnahme Notstromaggregat Kochi|KST-LOG-03|SL11|KVELU
100|2000|PL11|18.06.2023|17.06.2023|5000013730|1|DIESEL001|Dieselkraftstoff|261|745.511|L|53699.46|INR|V-K003|Verbrauch Heizung Kochi|KST-OPS-01|SL11|RPANDEY
100|2000|PL11|19.06.2023|19.06.2023|5000013731|1|DIESEL001|Dieselkraftstoff|261||L||INR|V-K006|Entnahme Wartung Kochi|KST-FAC-03|SL11|TLAXMAN
100|2000|PL11|03.06.2023|31.05.2023|5000013732|1|DIESEL001|Dieselkraftstoff|261|833.865|L|60161.8|INR|V-BPCL1||KST-OPS-01|SL11|ASAXEN
100|2000|PL11|11.06.2023|09.06.2023|5000013733|1|DIESEL001|Diesel|261|712.486|L|52946.61|INR|V-ESSAR|Entnahme Fahrzeugflotte Kochi|KST-FAC-01|SL11|VMEHTA
100|2000|PL11|12.06.2023|09.06.2023|5000013734|1|AVGAS001|Flugkraftstoff ATF|261|794.045|L|92688.52|INR|V-K005|Nutzung DG-Set Kochi|KST-FAC-03|SL11|TLAXMAN
100|2000|PL11|19.06.2023|19.06.2023|5000013735|1|AVGAS001|Flugkraftstoff ATF|261|1392.852|L|155574.8|INR|V-K010||KST-LOG-03|SL11|KVELU
100|2000|PL11|28.06.2023|28.06.2023|5000013736|1|FURNACE1|Heizoel EL|261|244.819|L|18782.83|INR|V-K003|Nutzung Kantine Kochi|KST-MNT-01|SL11|RJOSHI
100|2000|PL11|18.06.2023|17.06.2023|5000013737|1|FURNACE1|Schweroelkraftstoff|261|156.265|L|10833.47|INR|V-RELI1|Tanken Produktion Kochi|KST-OPS-01|SL11|MGUPTA
100|2000|PL11|27.06.2023|26.06.2023|5000013738|1|FURNACE1|Schweroelkraftstoff|261|154.511|L|11051.02|INR|V-K004|Entnahme Heizung Kochi|KST-FAC-02|SL11|NREDDY
100|2000|PL11|05.07.2023|05.07.2023|5000013739|1|DIESEL001|Dieselkraftstoff|261|910.151|L|70206.32|INR|V-HPCL1||KST-PRD-02|SL11|NREDDY
100|2000|PL11|08.07.2023|07.07.2023|5000013740|1|DIESEL001|Diesel|261|979.139|L|75315.18|INR|V-K009|Nutzung Fahrzeugflotte Kochi|KST-MNT-01|SL11|BCHATT
100|2000|PL11|28.07.2023|26.07.2023|5000013741|1|DIESEL001|Diesel|261|425.927|L|30918.79|INR|V-K002|Verbrauch DG-Set Kochi|KST-FAC-05|SL11|NREDDY
100|2000|PL11|23.07.2023|21.07.2023|5000013742|1|DIESEL001|Dieselkraftstoff|261|906.036|L|66681.49|INR|V-HPCL1|Nutzung Heizung Kochi|KST-OPS-02|SL11|VMEHTA
100|2000|PL11|12.07.2023|11.07.2023|5000013743|1|DIESEL001|Dieselkraftstoff|261|776.06|L|57163.23|INR|V-RELI1|Tanken Produktion Kochi|KST-FAC-05|SL11|KVELU
100|2000|PL11|05.07.2023|05.07.2023|5000013744|1|DIESEL001|Diesel|261|805.871|L|56896.9|INR|V-BPCL1|Nutzung Fahrzeugflotte Kochi|KST-LOG-02|SL11|PSINGH
100|2000|PL11|02.07.2023|01.07.2023|5000013745|1|AVGAS001|Flugkraftstoff ATF|261|1660.495|L|192253.03|INR|V-K004|Nutzung Fahrzeugflotte Kochi|KST-PRD-01|SL11|TLAXMAN
100|2000|PL11|07.07.2023|04.07.2023|5000013746|1|AVGAS001|Flugkraftstoff ATF|261|821.53|L|94005.06|INR|V-K009|Auffuellung Produktion Kochi|KST-LOG-01|SL11|KVELU
100|2000|PL11|07.07.2023|07.07.2023|5000013747|1|FURNACE1|Schweroelkraftstoff|261|213.002|L|16106.06|INR|V-K001|Tanken Kantine Kochi|KST-LOG-02|SL11|BCHATT
100|2000|PL11|01.07.2023|29.06.2023|5000013748|1|FURNACE1|Heizoel EL|261|335.906|L|24156.03|INR|V-K008||KST-OPS-01|SL11|RPANDEY
100|2000|PL11|09.07.2023|07.07.2023|5000013749|1|FURNACE1|Schweroelkraftstoff|261|332.039|L|26298.81|INR|V-K004|Tanken Fahrzeugflotte Kochi|KST-FAC-02|SL11|NREDDY
100|2000|PL11|28.08.2023|26.08.2023|5000013750|1|DIESEL001|Diesel|261|499.248|L|34502.31|INR|V-RELI1|Auffuellung Generator Kochi|KST-FAC-05|SL11|DRAO
100|2000|PL11|05.08.2023|02.08.2023|5000013751|1|DIESEL001|Dieselkraftstoff|261|437.598|L|32072.43|INR|V-K003|Entnahme Generator Kochi|KST-FAC-02|SL11|TLAXMAN
100|2000|PL11|04.08.2023|04.08.2023|5000013752|1|DIESEL001|Diesel|261|709.064|L|49014.55|INR|V-BPCL1|Entnahme Generator Kochi|KST-PRD-02|SL11|DRAO
100|2000|PL11|05.08.2023|05.08.2023|5000013753|1|DIESEL001|Diesel|261|890.683|L|66328.58|INR|V-BPCL1|Tanken Generator Kochi|KST-LOG-03|SL11|ASAXEN
100|2000|PL11|06.08.2023|05.08.2023|5000013754|1|DIESEL001|Dieselkraftstoff|261||L||INR|V-K007|Entnahme Notstromaggregat Kochi|KST-FAC-03|SL11|DRAO
100|2000|PL11|08.08.2023|07.08.2023|5000013755|1|DIESEL001|Dieselkraftstoff|261|729.011|L|56556.4|INR|V-K002|Entnahme DG-Set Kochi|KST-FAC-01|SL11|VMEHTA
100|2000|PL11|06.08.2023|06.08.2023|5000013756|1|AVGAS001|Flugkraftstoff ATF|261|895.759|L|91530.25|INR|V-RELI1|Tanken Produktion Kochi|KST-LOG-02|SL11|BCHATT
100|2000|PL11|24.08.2023|22.08.2023|5000013757|1|AVGAS001|Flugkraftstoff ATF|261|1422.141|L|162177.49|INR|V-K002|Verbrauch Produktion Kochi|KST-LOG-01|SL11|GMISHRA
100|2000|PL11|15.08.2023|12.08.2023|5000013758|1|FURNACE1|Heizoel EL|261|171.446|L|12838.83|INR|V-K002|Nutzung Generator Kochi|KST-MNT-01|SL11|RJOSHI
100|2000|PL11|12.08.2023|09.08.2023|5000013759|1|FURNACE1|Heizoel EL|261|243.282|L|18397.4|INR|V-HPCL1|Auffuellung Heizung Kochi|KST-OPS-03|SL11|DRAO
100|2000|PL11|21.08.2023|19.08.2023|5000013760|1|FURNACE1|Heizoel EL|261|184.432|L|13009.57|INR|V-K009|Nutzung Fahrzeugflotte Kochi|KST-LOG-03|SL11|SPRIYA
100|2000|PL11|22.09.2023|21.09.2023|5000013761|1|DIESEL001|Dieselkraftstoff|261|934.673|L|68842.14|INR|V-K006|Verbrauch Kantine Kochi|KST-OPS-02|SL11|KVELU
100|2000|PL11|05.09.2023|05.09.2023|5000013762|1|DIESEL001|Diesel|261|775.072|L|55945.31|INR|V-K002|Entnahme DG-Set Kochi|KST-FAC-03|SL11|VMEHTA
100|2000|PL11|24.09.2023|22.09.2023|5000013763|1|DIESEL001|Dieselkraftstoff|261|436.334|L|29598.91|INR|V-K001|Auffuellung Wartung Kochi|KST-OPS-02|SL11|AKUMAR
100|2000|PL11|10.09.2023|08.09.2023|5000013764|1|DIESEL001|Dieselkraftstoff|261|450.19|L|33151.12|INR|V-K001|Nutzung DG-Set Kochi|KST-FAC-03|SL11|ASAXEN
100|2000|PL11|24.09.2023|23.09.2023|5000013765|1|DIESEL001|Diesel|261||L||INR|V-BPCL1|Nutzung Notstromaggregat Kochi|KST-LOG-02|SL11|VMEHTA
100|2000|PL11|20.09.2023|17.09.2023|5000013766|1|DIESEL001|Dieselkraftstoff|261|610.922|L|43536.21|INR|V-K004|Entnahme Kantine Kochi|KST-OPS-01|SL11|DRAO
100|2000|PL11|20.09.2023|17.09.2023|5000013767|1|AVGAS001|Flugkraftstoff ATF|261|751.839|L|81417.14|INR|V-K001|Tanken Kantine Kochi|KST-FAC-07|SL11|RJOSHI
100|2000|PL11|16.09.2023|14.09.2023|5000013768|1|AVGAS001|Flugkraftstoff ATF|261|1487.244|L|167130.47|INR|V-K003|Entnahme Fahrzeugflotte Kochi|KST-MNT-01|SL11|RPANDEY
100|2000|PL11|24.09.2023|22.09.2023|5000013769|1|FURNACE1|Heizoel EL|261|182.147|L|14605.13|INR|V-BPCL1|Nutzung Generator Kochi|KST-OPS-03|SL11|RPANDEY
100|2000|PL11|26.09.2023|24.09.2023|5000013770|1|FURNACE1|Heizoel EL|261|203.049|L|16390.69|INR|V-BPCL1|Entnahme Kantine Kochi|KST-LOG-02|SL11|ASAXEN
100|2000|PL11|22.09.2023|20.09.2023|5000013771|1|FURNACE1|Schweroelkraftstoff|261|295.554|L|20799.23|INR|V-BPCL1|Tanken Generator Kochi|KST-FAC-03|SL11|TLAXMAN
100|2000|PL11|12.10.2023|09.10.2023|5000013772|1|DIESEL001|Diesel|261|477.03|L|36618.53|INR|V-K006|Verbrauch Wartung Kochi|KST-LOG-01|SL11|RPANDEY
100|2000|PL11|10.10.2023|09.10.2023|5000013773|1|DIESEL001|Dieselkraftstoff|261|641.924|L|48736.71|INR|V-BPCL1|Nutzung Heizung Kochi|KST-PRD-01|SL11|VMEHTA
100|2000|PL11|15.10.2023|15.10.2023|5000013774|1|DIESEL001|Diesel|261|677.012|L|47546.88|INR|V-K006|Tanken Generator Kochi|KST-PRD-01|SL11|NREDDY
100|2000|PL11|27.10.2023|24.10.2023|5000013775|1|DIESEL001|Diesel|261|779.279|L|52162.09|INR|V-HPCL1|Auffuellung Kantine Kochi|KST-LOG-02|SL11|MGUPTA
100|2000|PL11|08.10.2023|05.10.2023|5000013776|1|DIESEL001|Dieselkraftstoff|261|643.608|L|43019.33|INR|V-HPCL1|Nutzung Generator Kochi|KST-FAC-07|SL11|BCHATT
100|2000|PL11|14.10.2023|14.10.2023|5000013777|1|DIESEL001|Dieselkraftstoff|261|843.896|L|62166.43|INR|V-K005|Nutzung Kantine Kochi|KST-FAC-05|SL11|TLAXMAN
100|2000|PL11|12.10.2023|11.10.2023|5000013778|1|AVGAS001|Flugkraftstoff ATF|261|1843.967|L|194474.77|INR|V-K009|Tanken Produktion Kochi|KST-PRD-02|SL11|ASAXEN
100|2000|PL11|14.10.2023|11.10.2023|5000013779|1|AVGAS001|Flugkraftstoff ATF|261|1782.443|L|187084.79|INR|V-RELI1|Entnahme Notstromaggregat Kochi|KST-FAC-03|SL11|NREDDY
100|2000|PL11|21.10.2023|21.10.2023|5000013780|1|FURNACE1|Schweroelkraftstoff|261|300.282|L|22435.34|INR|V-K005|Verbrauch Fahrzeugflotte Kochi|KST-LOG-03|SL11|NREDDY
100|2000|PL11|01.10.2023|01.10.2023|5000013781|1|FURNACE1|Schweroelkraftstoff|261|198.96|L|14354.22|INR|V-K006|Verbrauch Produktion Kochi|KST-OPS-03|SL11|TLAXMAN
100|2000|PL11|13.10.2023|10.10.2023|5000013782|1|FURNACE1|Heizoel EL|261|214.583|L|15686.69|INR|V-K006|Entnahme Kantine Kochi|KST-MNT-01|SL11|ASAXEN
100|2000|PL11|21.11.2023|19.11.2023|5000013783|1|DIESEL001|Diesel|261|592.43|L|41996.74|INR|V-BPCL1|Verbrauch DG-Set Kochi|KST-FAC-01|SL11|VMEHTA
100|2000|PL11|26.11.2023|25.11.2023|5000013784|1|DIESEL001|Dieselkraftstoff|261|510.902|L|34270.88|INR|V-K007|Auffuellung DG-Set Kochi|KST-FAC-07|SL11|RJOSHI
100|2000|PL11|23.11.2023|23.11.2023|5000013785|1|DIESEL001|Dieselkraftstoff|261|834.508|L|59309.47|INR|V-K004|Tanken Heizung Kochi|KST-OPS-03|SL11|SPRIYA
100|2000|PL11|06.11.2023|06.11.2023|5000013786|1|DIESEL001|Diesel|261|633.834|L|46527.81|INR|V-BPCL1|Tanken Wartung Kochi|KST-FAC-05|SL11|RJOSHI
100|2000|PL11|19.11.2023|16.11.2023|5000013787|1|DIESEL001|Dieselkraftstoff|261|803.816|L|56354.33|INR|V-IOCL1|Auffuellung Kantine Kochi|KST-OPS-03|SL11|DRAO
100|2000|PL11|03.11.2023|03.11.2023|5000013788|1|DIESEL001|Dieselkraftstoff|261|880.229|L|65175.46|INR|V-K008||KST-PRD-01|SL11|GMISHRA
100|2000|PL11|02.11.2023|30.10.2023|5000013789|1|AVGAS001|Flugkraftstoff ATF|261|867.43|L|100554.68|INR|V-K008|Entnahme DG-Set Kochi|KST-OPS-02|SL11|DRAO
